VarName,VarNumber,CodeValue,TableName,ORDINAL_POSITION,VarName1,CodeValue1,ValueLabel,Frequency,Percent
COUNTYCD,16116,5051,HD2024,66,COUNTYCD,5051,"Garland County, AR",3,0.049
COUNTYCD,16116,5055,HD2024,66,COUNTYCD,5055,"Greene County, AR",1,0.016
COUNTYCD,16116,5057,HD2024,66,COUNTYCD,5057,"Hempstead County, AR",1,0.016
COUNTYCD,16116,5059,HD2024,66,COUNTYCD,5059,"Hot Spring County, AR",1,0.016
COUNTYCD,16116,5063,HD2024,66,COUNTYCD,5063,"Independence County, AR",2,0.033
COUNTYCD,16116,5065,HD2024,66,COUNTYCD,5065,"Izard County, AR",1,0.016
COUNTYCD,16116,5067,HD2024,66,COUNTYCD,5067,"Jackson County, AR",1,0.016
COUNTYCD,16116,5069,HD2024,66,COUNTYCD,5069,"Jefferson County, AR",5,0.082
COUNTYCD,16116,5071,HD2024,66,COUNTYCD,5071,"Johnson County, AR",1,0.016
COUNTYCD,16116,5075,HD2024,66,COUNTYCD,5075,"Lawrence County, AR",1,0.016
COUNTYCD,16116,5093,HD2024,66,COUNTYCD,5093,"Mississippi County, AR",1,0.016
COUNTYCD,16116,5107,HD2024,66,COUNTYCD,5107,"Phillips County, AR",1,0.016
COUNTYCD,16116,5113,HD2024,66,COUNTYCD,5113,"Polk County, AR",1,0.016
COUNTYCD,16116,5115,HD2024,66,COUNTYCD,5115,"Pope County, AR",3,0.049
COUNTYCD,16116,5119,HD2024,66,COUNTYCD,5119,"Pulaski County, AR",22,0.362
COUNTYCD,16116,5121,HD2024,66,COUNTYCD,5121,"Randolph County, AR",1,0.016
COUNTYCD,16116,5123,HD2024,66,COUNTYCD,5123,"St. Francis County, AR",1,0.016
COUNTYCD,16116,5131,HD2024,66,COUNTYCD,5131,"Sebastian County, AR",4,0.066
COUNTYCD,16116,5133,HD2024,66,COUNTYCD,5133,"Sevier County, AR",1,0.016
COUNTYCD,16116,5139,HD2024,66,COUNTYCD,5139,"Union County, AR",2,0.033
COUNTYCD,16116,5143,HD2024,66,COUNTYCD,5143,"Washington County, AR",4,0.066
COUNTYCD,16116,5145,HD2024,66,COUNTYCD,5145,"White County, AR",3,0.049
COUNTYCD,16116,6001,HD2024,66,COUNTYCD,6001,"Alameda County, CA",35,0.576
COUNTYCD,16116,6007,HD2024,66,COUNTYCD,6007,"Butte County, CA",4,0.066
COUNTYCD,16116,6013,HD2024,66,COUNTYCD,6013,"Contra Costa County, CA",12,0.198
COUNTYCD,16116,6017,HD2024,66,COUNTYCD,6017,"El Dorado County, CA",2,0.033
COUNTYCD,16116,6019,HD2024,66,COUNTYCD,6019,"Fresno County, CA",22,0.362
COUNTYCD,16116,6023,HD2024,66,COUNTYCD,6023,"Humboldt County, CA",3,0.049
COUNTYCD,16116,6025,HD2024,66,COUNTYCD,6025,"Imperial County, CA",2,0.033
COUNTYCD,16116,6029,HD2024,66,COUNTYCD,6029,"Kern County, CA",12,0.198
COUNTYCD,16116,6031,HD2024,66,COUNTYCD,6031,"Kings County, CA",2,0.033
COUNTYCD,16116,6035,HD2024,66,COUNTYCD,6035,"Lassen County, CA",1,0.016
COUNTYCD,16116,6037,HD2024,66,COUNTYCD,6037,"Los Angeles County, CA",192,3.162
COUNTYCD,16116,6039,HD2024,66,COUNTYCD,6039,"Madera County, CA",1,0.016
COUNTYCD,16116,6041,HD2024,66,COUNTYCD,6041,"Marin County, CA",3,0.049
COUNTYCD,16116,6045,HD2024,66,COUNTYCD,6045,"Mendocino County, CA",3,0.049
COUNTYCD,16116,6047,HD2024,66,COUNTYCD,6047,"Merced County, CA",4,0.066
COUNTYCD,16116,6053,HD2024,66,COUNTYCD,6053,"Monterey County, CA",9,0.148
COUNTYCD,16116,6055,HD2024,66,COUNTYCD,6055,"Napa County, CA",2,0.033
COUNTYCD,16116,6057,HD2024,66,COUNTYCD,6057,"Nevada County, CA",1,0.016
COUNTYCD,16116,6059,HD2024,66,COUNTYCD,6059,"Orange County, CA",62,1.021
COUNTYCD,16116,6061,HD2024,66,COUNTYCD,6061,"Placer County, CA",4,0.066
COUNTYCD,16116,6063,HD2024,66,COUNTYCD,6063,"Plumas County, CA",1,0.016
COUNTYCD,16116,6065,HD2024,66,COUNTYCD,6065,"Riverside County, CA",35,0.576
COUNTYCD,16116,6067,HD2024,66,COUNTYCD,6067,"Sacramento County, CA",27,0.445
COUNTYCD,16116,6071,HD2024,66,COUNTYCD,6071,"San Bernardino County, CA",32,0.527
COUNTYCD,16116,6073,HD2024,66,COUNTYCD,6073,"San Diego County, CA",66,1.087
COUNTYCD,16116,6075,HD2024,66,COUNTYCD,6075,"San Francisco County, CA",18,0.296
COUNTYCD,16116,6077,HD2024,66,COUNTYCD,6077,"San Joaquin County, CA",8,0.132
COUNTYCD,16116,6079,HD2024,66,COUNTYCD,6079,"San Luis Obispo County, CA",5,0.082
COUNTYCD,16116,6081,HD2024,66,COUNTYCD,6081,"San Mateo County, CA",9,0.148
COUNTYCD,16116,6083,HD2024,66,COUNTYCD,6083,"Santa Barbara County, CA",11,0.181
COUNTYCD,16116,6085,HD2024,66,COUNTYCD,6085,"Santa Clara County, CA",24,0.395
COUNTYCD,16116,6087,HD2024,66,COUNTYCD,6087,"Santa Cruz County, CA",4,0.066
COUNTYCD,16116,6089,HD2024,66,COUNTYCD,6089,"Shasta County, CA",4,0.066
COUNTYCD,16116,6093,HD2024,66,COUNTYCD,6093,"Siskiyou County, CA",1,0.016
COUNTYCD,16116,6095,HD2024,66,COUNTYCD,6095,"Solano County, CA",7,0.115
COUNTYCD,16116,6097,HD2024,66,COUNTYCD,6097,"Sonoma County, CA",4,0.066
COUNTYCD,16116,6099,HD2024,66,COUNTYCD,6099,"Stanislaus County, CA",12,0.198
COUNTYCD,16116,6101,HD2024,66,COUNTYCD,6101,"Sutter County, CA",1,0.016
COUNTYCD,16116,6107,HD2024,66,COUNTYCD,6107,"Tulare County, CA",8,0.132
COUNTYCD,16116,6109,HD2024,66,COUNTYCD,6109,"Tuolumne County, CA",1,0.016
COUNTYCD,16116,6111,HD2024,66,COUNTYCD,6111,"Ventura County, CA",12,0.198
COUNTYCD,16116,6113,HD2024,66,COUNTYCD,6113,"Yolo County, CA",2,0.033
COUNTYCD,16116,6115,HD2024,66,COUNTYCD,6115,"Yuba County, CA",1,0.016
COUNTYCD,16116,8001,HD2024,66,COUNTYCD,8001,"Adams County, CO",4,0.066
COUNTYCD,16116,8003,HD2024,66,COUNTYCD,8003,"Alamosa County, CO",1,0.016
COUNTYCD,16116,8005,HD2024,66,COUNTYCD,8005,"Arapahoe County, CO",12,0.198
COUNTYCD,16116,8013,HD2024,66,COUNTYCD,8013,"Boulder County, CO",5,0.082
COUNTYCD,16116,8014,HD2024,66,COUNTYCD,8014,"Broomfield County, CO",1,0.016
COUNTYCD,16116,8029,HD2024,66,COUNTYCD,8029,"Delta County, CO",1,0.016
COUNTYCD,16116,8031,HD2024,66,COUNTYCD,8031,"Denver County, CO",18,0.296
COUNTYCD,16116,8035,HD2024,66,COUNTYCD,8035,"Douglas County, CO",2,0.033
COUNTYCD,16116,8041,HD2024,66,COUNTYCD,8041,"El Paso County, CO",14,0.231
COUNTYCD,16116,8045,HD2024,66,COUNTYCD,8045,"Garfield County, CO",1,0.016
COUNTYCD,16116,8051,HD2024,66,COUNTYCD,8051,"Gunnison County, CO",1,0.016
COUNTYCD,16116,8059,HD2024,66,COUNTYCD,8059,"Jefferson County, CO",8,0.132
COUNTYCD,16116,8067,HD2024,66,COUNTYCD,8067,"La Plata County, CO",1,0.016
COUNTYCD,16116,8069,HD2024,66,COUNTYCD,8069,"Larimer County, CO",4,0.066
COUNTYCD,16116,8071,HD2024,66,COUNTYCD,8071,"Las Animas County, CO",1,0.016
COUNTYCD,16116,8075,HD2024,66,COUNTYCD,8075,"Logan County, CO",1,0.016
COUNTYCD,16116,8077,HD2024,66,COUNTYCD,8077,"Mesa County, CO",2,0.033
COUNTYCD,16116,8087,HD2024,66,COUNTYCD,8087,"Morgan County, CO",1,0.016
COUNTYCD,16116,8089,HD2024,66,COUNTYCD,8089,"Otero County, CO",1,0.016
COUNTYCD,16116,8099,HD2024,66,COUNTYCD,8099,"Prowers County, CO",1,0.016
COUNTYCD,16116,8101,HD2024,66,COUNTYCD,8101,"Pueblo County, CO",2,0.033
COUNTYCD,16116,8103,HD2024,66,COUNTYCD,8103,"Rio Blanco County, CO",1,0.016
COUNTYCD,16116,8123,HD2024,66,COUNTYCD,8123,"Weld County, CO",3,0.049
COUNTYCD,16116,9110,HD2024,66,COUNTYCD,9110,"Capitol Planning Region, CT",17,0.28
COUNTYCD,16116,9120,HD2024,66,COUNTYCD,9120,"Greater Bridgeport Planning Region, CT",8,0.132
COUNTYCD,16116,9130,HD2024,66,COUNTYCD,9130,"Lower Connecticut River Valley Planning Region, CT",3,0.049
COUNTYCD,16116,9140,HD2024,66,COUNTYCD,9140,"Naugatuck Valley Planning Region, CT",7,0.115
COUNTYCD,16116,9170,HD2024,66,COUNTYCD,9170,"South Central Connecticut Planning Region, CT",10,0.165
COUNTYCD,16116,9180,HD2024,66,COUNTYCD,9180,"Southeastern Connecticut Planning Region, CT",5,0.082
COUNTYCD,16116,9190,HD2024,66,COUNTYCD,9190,"Western Connecticut Planning Region, CT",3,0.049
COUNTYCD,16116,10001,HD2024,66,COUNTYCD,10001,"Kent County, DE",6,0.099
COUNTYCD,16116,10003,HD2024,66,COUNTYCD,10003,"New Castle County, DE",10,0.165
COUNTYCD,16116,10005,HD2024,66,COUNTYCD,10005,"Sussex County, DE",2,0.033
COUNTYCD,16116,11001,HD2024,66,COUNTYCD,11001,"District of Columbia, DC",23,0.379
COUNTYCD,16116,12001,HD2024,66,COUNTYCD,12001,"Alachua County, FL",8,0.132
COUNTYCD,16116,12005,HD2024,66,COUNTYCD,12005,"Bay County, FL",2,0.033
COUNTYCD,16116,12007,HD2024,66,COUNTYCD,12007,"Bradford County, FL",1,0.016
COUNTYCD,16116,12009,HD2024,66,COUNTYCD,12009,"Brevard County, FL",5,0.082
COUNTYCD,16116,12011,HD2024,66,COUNTYCD,12011,"Broward County, FL",37,0.609
COUNTYCD,16116,12015,HD2024,66,COUNTYCD,12015,"Charlotte County, FL",1,0.016
COUNTYCD,16116,12017,HD2024,66,COUNTYCD,12017,"Citrus County, FL",1,0.016
COUNTYCD,16116,12019,HD2024,66,COUNTYCD,12019,"Clay County, FL",2,0.033
COUNTYCD,16116,12021,HD2024,66,COUNTYCD,12021,"Collier County, FL",4,0.066
COUNTYCD,16116,12023,HD2024,66,COUNTYCD,12023,"Columbia County, FL",1,0.016
COUNTYCD,16116,12031,HD2024,66,COUNTYCD,12031,"Duval County, FL",18,0.296
COUNTYCD,16116,12033,HD2024,66,COUNTYCD,12033,"Escambia County, FL",6,0.099
COUNTYCD,16116,12035,HD2024,66,COUNTYCD,12035,"Flagler County, FL",1,0.016
COUNTYCD,16116,12039,HD2024,66,COUNTYCD,12039,"Gadsden County, FL",1,0.016
COUNTYCD,16116,12053,HD2024,66,COUNTYCD,12053,"Hernando County, FL",2,0.033
COUNTYCD,16116,12055,HD2024,66,COUNTYCD,12055,"Highlands County, FL",2,0.033
COUNTYCD,16116,12057,HD2024,66,COUNTYCD,12057,"Hillsborough County, FL",21,0.346
COUNTYCD,16116,12061,HD2024,66,COUNTYCD,12061,"Indian River County, FL",1,0.016
COUNTYCD,16116,12063,HD2024,66,COUNTYCD,12063,"Jackson County, FL",2,0.033
COUNTYCD,16116,12069,HD2024,66,COUNTYCD,12069,"Lake County, FL",3,0.049
COUNTYCD,16116,12071,HD2024,66,COUNTYCD,12071,"Lee County, FL",13,0.214
COUNTYCD,16116,12073,HD2024,66,COUNTYCD,12073,"Leon County, FL",6,0.099
COUNTYCD,16116,12079,HD2024,66,COUNTYCD,12079,"Madison County, FL",1,0.016
COUNTYCD,16116,12081,HD2024,66,COUNTYCD,12081,"Manatee County, FL",5,0.082
COUNTYCD,16116,12083,HD2024,66,COUNTYCD,12083,"Marion County, FL",4,0.066
COUNTYCD,16116,12085,HD2024,66,COUNTYCD,12085,"Martin County, FL",1,0.016
COUNTYCD,16116,12086,HD2024,66,COUNTYCD,12086,"Miami-Dade County, FL",72,1.186
COUNTYCD,16116,12087,HD2024,66,COUNTYCD,12087,"Monroe County, FL",1,0.016
COUNTYCD,16116,12091,HD2024,66,COUNTYCD,12091,"Okaloosa County, FL",2,0.033
COUNTYCD,16116,12095,HD2024,66,COUNTYCD,12095,"Orange County, FL",22,0.362
COUNTYCD,16116,12097,HD2024,66,COUNTYCD,12097,"Osceola County, FL",3,0.049
COUNTYCD,16116,12099,HD2024,66,COUNTYCD,12099,"Palm Beach County, FL",23,0.379
COUNTYCD,16116,12101,HD2024,66,COUNTYCD,12101,"Pasco County, FL",6,0.099
COUNTYCD,16116,12103,HD2024,66,COUNTYCD,12103,"Pinellas County, FL",12,0.198
COUNTYCD,16116,12105,HD2024,66,COUNTYCD,12105,"Polk County, FL",12,0.198
COUNTYCD,16116,12107,HD2024,66,COUNTYCD,12107,"Putnam County, FL",1,0.016
COUNTYCD,16116,12109,HD2024,66,COUNTYCD,12109,"St. Johns County, FL",2,0.033
COUNTYCD,16116,12111,HD2024,66,COUNTYCD,12111,"St. Lucie County, FL",4,0.066
COUNTYCD,16116,12113,HD2024,66,COUNTYCD,12113,"Santa Rosa County, FL",1,0.016
COUNTYCD,16116,12115,HD2024,66,COUNTYCD,12115,"Sarasota County, FL",6,0.099
COUNTYCD,16116,12117,HD2024,66,COUNTYCD,12117,"Seminole County, FL",7,0.115
COUNTYCD,16116,12119,HD2024,66,COUNTYCD,12119,"Sumter County, FL",1,0.016
COUNTYCD,16116,12121,HD2024,66,COUNTYCD,12121,"Suwannee County, FL",1,0.016
COUNTYCD,16116,12123,HD2024,66,COUNTYCD,12123,"Taylor County, FL",1,0.016
COUNTYCD,16116,12127,HD2024,66,COUNTYCD,12127,"Volusia County, FL",8,0.132
COUNTYCD,16116,12131,HD2024,66,COUNTYCD,12131,"Walton County, FL",1,0.016
COUNTYCD,16116,12133,HD2024,66,COUNTYCD,12133,"Washington County, FL",1,0.016
COUNTYCD,16116,13009,HD2024,66,COUNTYCD,13009,"Baldwin County, GA",2,0.033
COUNTYCD,16116,13021,HD2024,66,COUNTYCD,13021,"Bibb County, GA",5,0.082
COUNTYCD,16116,13031,HD2024,66,COUNTYCD,13031,"Bulloch County, GA",2,0.033
COUNTYCD,16116,13045,HD2024,66,COUNTYCD,13045,"Carroll County, GA",1,0.016
COUNTYCD,16116,13051,HD2024,66,COUNTYCD,13051,"Chatham County, GA",6,0.099
COUNTYCD,16116,13057,HD2024,66,COUNTYCD,13057,"Cherokee County, GA",1,0.016
COUNTYCD,16116,13059,HD2024,66,COUNTYCD,13059,"Clarke County, GA",3,0.049
COUNTYCD,16116,13063,HD2024,66,COUNTYCD,13063,"Clayton County, GA",4,0.066
COUNTYCD,16116,13067,HD2024,66,COUNTYCD,13067,"Cobb County, GA",7,0.115
COUNTYCD,16116,13069,HD2024,66,COUNTYCD,13069,"Coffee County, GA",1,0.016
COUNTYCD,16116,13073,HD2024,66,COUNTYCD,13073,"Columbia County, GA",1,0.016
COUNTYCD,16116,13083,HD2024,66,COUNTYCD,13083,"Dade County, GA",1,0.016
COUNTYCD,16116,13089,HD2024,66,COUNTYCD,13089,"DeKalb County, GA",16,0.264
COUNTYCD,16116,13095,HD2024,66,COUNTYCD,13095,"Dougherty County, GA",3,0.049
COUNTYCD,16116,13107,HD2024,66,COUNTYCD,13107,"Emanuel County, GA",1,0.016
COUNTYCD,16116,13115,HD2024,66,COUNTYCD,13115,"Floyd County, GA",4,0.066
COUNTYCD,16116,13117,HD2024,66,COUNTYCD,13117,"Forsyth County, GA",1,0.016
COUNTYCD,16116,13119,HD2024,66,COUNTYCD,13119,"Franklin County, GA",1,0.016
COUNTYCD,16116,13121,HD2024,66,COUNTYCD,13121,"Fulton County, GA",27,0.445
COUNTYCD,16116,13127,HD2024,66,COUNTYCD,13127,"Glynn County, GA",1,0.016
COUNTYCD,16116,13135,HD2024,66,COUNTYCD,13135,"Gwinnett County, GA",9,0.148
COUNTYCD,16116,13137,HD2024,66,COUNTYCD,13137,"Habersham County, GA",2,0.033
COUNTYCD,16116,13139,HD2024,66,COUNTYCD,13139,"Hall County, GA",3,0.049
COUNTYCD,16116,13143,HD2024,66,COUNTYCD,13143,"Haralson County, GA",1,0.016
COUNTYCD,16116,13153,HD2024,66,COUNTYCD,13153,"Houston County, GA",1,0.016
COUNTYCD,16116,13171,HD2024,66,COUNTYCD,13171,"Lamar County, GA",1,0.016
COUNTYCD,16116,13185,HD2024,66,COUNTYCD,13185,"Lowndes County, GA",2,0.033
COUNTYCD,16116,13187,HD2024,66,COUNTYCD,13187,"Lumpkin County, GA",1,0.016
COUNTYCD,16116,13209,HD2024,66,COUNTYCD,13209,"Montgomery County, GA",1,0.016
COUNTYCD,16116,13215,HD2024,66,COUNTYCD,13215,"Muscogee County, GA",4,0.066
COUNTYCD,16116,13217,HD2024,66,COUNTYCD,13217,"Newton County, GA",1,0.016
COUNTYCD,16116,13219,HD2024,66,COUNTYCD,13219,"Oconee County, GA",1,0.016
COUNTYCD,16116,13225,HD2024,66,COUNTYCD,13225,"Peach County, GA",1,0.016
COUNTYCD,16116,13243,HD2024,66,COUNTYCD,13243,"Randolph County, GA",1,0.016
COUNTYCD,16116,13245,HD2024,66,COUNTYCD,13245,"Richmond County, GA",6,0.099
COUNTYCD,16116,13247,HD2024,66,COUNTYCD,13247,"Rockdale County, GA",1,0.016
COUNTYCD,16116,13255,HD2024,66,COUNTYCD,13255,"Spalding County, GA",1,0.016
COUNTYCD,16116,13257,HD2024,66,COUNTYCD,13257,"Stephens County, GA",1,0.016
COUNTYCD,16116,13261,HD2024,66,COUNTYCD,13261,"Sumter County, GA",2,0.033
COUNTYCD,16116,13275,HD2024,66,COUNTYCD,13275,"Thomas County, GA",2,0.033
COUNTYCD,16116,13277,HD2024,66,COUNTYCD,13277,"Tift County, GA",1,0.016
COUNTYCD,16116,13279,HD2024,66,COUNTYCD,13279,"Toombs County, GA",1,0.016
COUNTYCD,16116,13281,HD2024,66,COUNTYCD,13281,"Towns County, GA",1,0.016
COUNTYCD,16116,13285,HD2024,66,COUNTYCD,13285,"Troup County, GA",2,0.033
COUNTYCD,16116,13299,HD2024,66,COUNTYCD,13299,"Ware County, GA",1,0.016
COUNTYCD,16116,13303,HD2024,66,COUNTYCD,13303,"Washington County, GA",1,0.016
COUNTYCD,16116,13311,HD2024,66,COUNTYCD,13311,"White County, GA",1,0.016
COUNTYCD,16116,13313,HD2024,66,COUNTYCD,13313,"Whitfield County, GA",2,0.033
COUNTYCD,16116,15001,HD2024,66,COUNTYCD,15001,"Hawaii County, HI",3,0.049
COUNTYCD,16116,15003,HD2024,66,COUNTYCD,15003,"Honolulu County, HI",17,0.28
COUNTYCD,16116,15007,HD2024,66,COUNTYCD,15007,"Kauai County, HI",1,0.016
COUNTYCD,16116,15009,HD2024,66,COUNTYCD,15009,"Maui County, HI",2,0.033
COUNTYCD,16116,16001,HD2024,66,COUNTYCD,16001,"Ada County, ID",10,0.165
COUNTYCD,16116,16005,HD2024,66,COUNTYCD,16005,"Bannock County, ID",2,0.033
COUNTYCD,16116,16011,HD2024,66,COUNTYCD,16011,"Bingham County, ID",1,0.016
COUNTYCD,16116,16019,HD2024,66,COUNTYCD,16019,"Bonneville County, ID",3,0.049
COUNTYCD,16116,16027,HD2024,66,COUNTYCD,16027,"Canyon County, ID",5,0.082
COUNTYCD,16116,16055,HD2024,66,COUNTYCD,16055,"Kootenai County, ID",1,0.016
COUNTYCD,16116,16057,HD2024,66,COUNTYCD,16057,"Latah County, ID",2,0.033
COUNTYCD,16116,16065,HD2024,66,COUNTYCD,16065,"Madison County, ID",4,0.066
COUNTYCD,16116,16067,HD2024,66,COUNTYCD,16067,"Minidoka County, ID",1,0.016
COUNTYCD,16116,16069,HD2024,66,COUNTYCD,16069,"Nez Perce County, ID",2,0.033
COUNTYCD,16116,16083,HD2024,66,COUNTYCD,16083,"Twin Falls County, ID",3,0.049
COUNTYCD,16116,17001,HD2024,66,COUNTYCD,17001,"Adams County, IL",4,0.066
COUNTYCD,16116,17005,HD2024,66,COUNTYCD,17005,"Bond County, IL",1,0.016
COUNTYCD,16116,17019,HD2024,66,COUNTYCD,17019,"Champaign County, IL",4,0.066
COUNTYCD,16116,17027,HD2024,66,COUNTYCD,17027,"Clinton County, IL",1,0.016
COUNTYCD,16116,17029,HD2024,66,COUNTYCD,17029,"Coles County, IL",2,0.033
COUNTYCD,16116,17031,HD2024,66,COUNTYCD,17031,"Cook County, IL",107,1.762
COUNTYCD,16116,17033,HD2024,66,COUNTYCD,17033,"Crawford County, IL",1,0.016
COUNTYCD,16116,17037,HD2024,66,COUNTYCD,17037,"DeKalb County, IL",4,0.066
COUNTYCD,16116,17043,HD2024,66,COUNTYCD,17043,"DuPage County, IL",21,0.346
COUNTYCD,16116,17057,HD2024,66,COUNTYCD,17057,"Fulton County, IL",2,0.033
COUNTYCD,16116,17077,HD2024,66,COUNTYCD,17077,"Jackson County, IL",2,0.033
COUNTYCD,16116,17081,HD2024,66,COUNTYCD,17081,"Jefferson County, IL",1,0.016
COUNTYCD,16116,17083,HD2024,66,COUNTYCD,17083,"Jersey County, IL",1,0.016
COUNTYCD,16116,17089,HD2024,66,COUNTYCD,17089,"Kane County, IL",5,0.082
COUNTYCD,16116,17091,HD2024,66,COUNTYCD,17091,"Kankakee County, IL",2,0.033
COUNTYCD,16116,17093,HD2024,66,COUNTYCD,17093,"Kendall County, IL",1,0.016
COUNTYCD,16116,17095,HD2024,66,COUNTYCD,17095,"Knox County, IL",2,0.033
COUNTYCD,16116,17097,HD2024,66,COUNTYCD,17097,"Lake County, IL",9,0.148
COUNTYCD,16116,17099,HD2024,66,COUNTYCD,17099,"LaSalle County, IL",2,0.033
COUNTYCD,16116,17103,HD2024,66,COUNTYCD,17103,"Lee County, IL",1,0.016
COUNTYCD,16116,17107,HD2024,66,COUNTYCD,17107,"Logan County, IL",1,0.016
COUNTYCD,16116,17109,HD2024,66,COUNTYCD,17109,"McDonough County, IL",1,0.016
COUNTYCD,16116,17111,HD2024,66,COUNTYCD,17111,"McHenry County, IL",3,0.049
COUNTYCD,16116,17113,HD2024,66,COUNTYCD,17113,"McLean County, IL",5,0.082
COUNTYCD,16116,17115,HD2024,66,COUNTYCD,17115,"Macon County, IL",3,0.049
COUNTYCD,16116,17117,HD2024,66,COUNTYCD,17117,"Macoupin County, IL",1,0.016
COUNTYCD,16116,17119,HD2024,66,COUNTYCD,17119,"Madison County, IL",3,0.049
COUNTYCD,16116,17133,HD2024,66,COUNTYCD,17133,"Monroe County, IL",2,0.033
COUNTYCD,16116,17137,HD2024,66,COUNTYCD,17137,"Morgan County, IL",1,0.016
COUNTYCD,16116,17143,HD2024,66,COUNTYCD,17143,"Peoria County, IL",4,0.066
COUNTYCD,16116,17153,HD2024,66,COUNTYCD,17153,"Pulaski County, IL",1,0.016
COUNTYCD,16116,17159,HD2024,66,COUNTYCD,17159,"Richland County, IL",3,0.049
COUNTYCD,16116,17161,HD2024,66,COUNTYCD,17161,"Rock Island County, IL",3,0.049
COUNTYCD,16116,17163,HD2024,66,COUNTYCD,17163,"St. Clair County, IL",2,0.033
COUNTYCD,16116,17165,HD2024,66,COUNTYCD,17165,"Saline County, IL",1,0.016
COUNTYCD,16116,17167,HD2024,66,COUNTYCD,17167,"Sangamon County, IL",6,0.099
COUNTYCD,16116,17177,HD2024,66,COUNTYCD,17177,"Stephenson County, IL",1,0.016
COUNTYCD,16116,17179,HD2024,66,COUNTYCD,17179,"Tazewell County, IL",2,0.033
COUNTYCD,16116,17183,HD2024,66,COUNTYCD,17183,"Vermilion County, IL",2,0.033
COUNTYCD,16116,17185,HD2024,66,COUNTYCD,17185,"Wabash County, IL",1,0.016
COUNTYCD,16116,17187,HD2024,66,COUNTYCD,17187,"Warren County, IL",1,0.016
COUNTYCD,16116,17191,HD2024,66,COUNTYCD,17191,"Wayne County, IL",1,0.016
COUNTYCD,16116,17195,HD2024,66,COUNTYCD,17195,"Whiteside County, IL",2,0.033
COUNTYCD,16116,17197,HD2024,66,COUNTYCD,17197,"Will County, IL",8,0.132
COUNTYCD,16116,17199,HD2024,66,COUNTYCD,17199,"Williamson County, IL",1,0.016
COUNTYCD,16116,17201,HD2024,66,COUNTYCD,17201,"Winnebago County, IL",7,0.115
COUNTYCD,16116,17203,HD2024,66,COUNTYCD,17203,"Woodford County, IL",1,0.016
COUNTYCD,16116,18003,HD2024,66,COUNTYCD,18003,"Allen County, IN",10,0.165
COUNTYCD,16116,18005,HD2024,66,COUNTYCD,18005,"Bartholomew County, IN",1,0.016
COUNTYCD,16116,18019,HD2024,66,COUNTYCD,18019,"Clark County, IN",4,0.066
COUNTYCD,16116,18029,HD2024,66,COUNTYCD,18029,"Dearborn County, IN",1,0.016
COUNTYCD,16116,18035,HD2024,66,COUNTYCD,18035,"Delaware County, IN",2,0.033
COUNTYCD,16116,13097,HD2024,66,COUNTYCD,13097,"Douglas Country, GA",1,0.016
COUNTYCD,16116,18039,HD2024,66,COUNTYCD,18039,"Elkhart County, IN",2,0.033
COUNTYCD,16116,18043,HD2024,66,COUNTYCD,18043,"Floyd County, IN",1,0.016
COUNTYCD,16116,18051,HD2024,66,COUNTYCD,18051,"Gibson County, IN",1,0.016
COUNTYCD,16116,18053,HD2024,66,COUNTYCD,18053,"Grant County, IN",3,0.049
COUNTYCD,16116,18057,HD2024,66,COUNTYCD,18057,"Hamilton County, IN",4,0.066
COUNTYCD,16116,18067,HD2024,66,COUNTYCD,18067,"Howard County, IN",3,0.049
COUNTYCD,16116,18069,HD2024,66,COUNTYCD,18069,"Huntington County, IN",1,0.016
COUNTYCD,16116,18077,HD2024,66,COUNTYCD,18077,"Jefferson County, IN",1,0.016
COUNTYCD,16116,18081,HD2024,66,COUNTYCD,18081,"Johnson County, IN",1,0.016
COUNTYCD,16116,18083,HD2024,66,COUNTYCD,18083,"Knox County, IN",2,0.033
COUNTYCD,16116,18085,HD2024,66,COUNTYCD,18085,"Kosciusko County, IN",1,0.016
COUNTYCD,16116,18089,HD2024,66,COUNTYCD,18089,"Lake County, IN",10,0.165
COUNTYCD,16116,18095,HD2024,66,COUNTYCD,18095,"Madison County, IN",2,0.033
COUNTYCD,16116,18097,HD2024,66,COUNTYCD,18097,"Marion County, IN",21,0.346
COUNTYCD,16116,18099,HD2024,66,COUNTYCD,18099,"Marshall County, IN",1,0.016
COUNTYCD,16116,18105,HD2024,66,COUNTYCD,18105,"Monroe County, IN",2,0.033
COUNTYCD,16116,18107,HD2024,66,COUNTYCD,18107,"Montgomery County, IN",1,0.016
COUNTYCD,16116,18127,HD2024,66,COUNTYCD,18127,"Porter County, IN",2,0.033
COUNTYCD,16116,18133,HD2024,66,COUNTYCD,18133,"Putnam County, IN",1,0.016
COUNTYCD,16116,18141,HD2024,66,COUNTYCD,18141,"St. Joseph County, IN",8,0.132
COUNTYCD,16116,18147,HD2024,66,COUNTYCD,18147,"Spencer County, IN",1,0.016
COUNTYCD,16116,18149,HD2024,66,COUNTYCD,18149,"Starke County, IN",1,0.016
COUNTYCD,16116,18151,HD2024,66,COUNTYCD,18151,"Steuben County, IN",2,0.033
COUNTYCD,16116,18157,HD2024,66,COUNTYCD,18157,"Tippecanoe County, IN",6,0.099
COUNTYCD,16116,18163,HD2024,66,COUNTYCD,18163,"Vanderburgh County, IN",5,0.082
COUNTYCD,16116,18167,HD2024,66,COUNTYCD,18167,"Vigo County, IN",4,0.066
